country,year,value,region,indicator
AUT,2017,0.4,Europe,MDG_0000000017
MLI,2016,7.4,Africa,MDG_0000000017
SOM,2015,76,Eastern Mediterranean,MDG_0000000017
SDN,2003,31,Eastern Mediterranean,MDG_0000000017
MAC,2015,5.8,NA,MDG_0000000017
SUR,2005,1.7,Americas,MDG_0000000017
TON,2016,0.75,Western Pacific,MDG_0000000017
NIU,2016,2.4,Western Pacific,MDG_0000000017
EUR,2006,7,NA,MDG_0000000017
GNQ,2021,45,Africa,MDG_0000000017
MYS,2017,5.6,Western Pacific,MDG_0000000017
TON,2012,1,Western Pacific,MDG_0000000017
COD,2021,46,Africa,MDG_0000000017
SRB,2010,1.9,Europe,MDG_0000000017
TON,2017,1,Western Pacific,MDG_0000000017
NGA,2002,66,Africa,MDG_0000000017
KNA,2012,2,Americas,MDG_0000000017
TZA,2007,81,Africa,MDG_0000000017
LKA,2005,5,South-East Asia,MDG_0000000017
KHM,2014,22,Western Pacific,MDG_0000000017
BRA,2003,3.6,Americas,MDG_0000000017
GRD,2004,2.5,Americas,MDG_0000000017
BRA,2015,2.6,Americas,MDG_0000000017
COG,2001,24,Africa,MDG_0000000017
AMR,2006,2.4,NA,MDG_0000000017
TJK,2010,11,Europe,MDG_0000000017
ISR,2016,0.18,Europe,MDG_0000000017
NIU,2023,20,Western Pacific,MDG_0000000017
CPV,2006,6.3,Africa,MDG_0000000017
FRA,2008,1.1,Europe,MDG_0000000017
CAF,2017,107,Africa,MDG_0000000017
VCT,2011,4.7,Americas,MDG_0000000017
NAM,2012,75,Africa,MDG_0000000017
GIN,2007,35,Africa,MDG_0000000017
GLOBAL,2018,15,NA,MDG_0000000017
BEN,2009,10,Africa,MDG_0000000017
SSD,2020,34,Africa,MDG_0000000017
ESP,2003,1.2,Europe,MDG_0000000017
COL,2014,2.3,Americas,MDG_0000000017
UZB,2002,24,Europe,MDG_0000000017
YEM,2011,6.8,Eastern Mediterranean,MDG_0000000017
BGD,2000,71,South-East Asia,MDG_0000000017
DMA,2020,2.8,Americas,MDG_0000000017
SOM,2011,82,Eastern Mediterranean,MDG_0000000017
EMR,2017,11,NA,MDG_0000000017
BLR,2005,11,Europe,MDG_0000000017
LBR,2023,70,Africa,MDG_0000000017
ZWE,2008,28,Africa,MDG_0000000017
NGA,2017,63,Africa,MDG_0000000017
CRI,2008,1.3,Americas,MDG_0000000017
AND,2010,0.78,Europe,MDG_0000000017
FIN,2021,0.44,Europe,MDG_0000000017
MRT,2019,16,Africa,MDG_0000000017
DMA,2016,2.9,Americas,MDG_0000000017
CAF,2021,93,Africa,MDG_0000000017
GRD,2006,1.2,Americas,MDG_0000000017
LBN,2012,1.1,Eastern Mediterranean,MDG_0000000017
NRU,2015,9.1,Western Pacific,MDG_0000000017
BLR,2007,11,Europe,MDG_0000000017
AMR,2005,2.6,NA,MDG_0000000017
QAT,2012,0.29,Eastern Mediterranean,MDG_0000000017
BRN,2004,3.7,Western Pacific,MDG_0000000017
WSM,2020,0.58,Western Pacific,MDG_0000000017
TZA,2016,49,Africa,MDG_0000000017
AGO,2023,52,Africa,MDG_0000000017
AUT,2009,0.58,Europe,MDG_0000000017
TUN,2002,1.7,Eastern Mediterranean,MDG_0000000017
FSM,2003,14,Western Pacific,MDG_0000000017
BGR,2001,4,Europe,MDG_0000000017
BIH,2020,2.6,Europe,MDG_0000000017
WPR,2023,4.5,NA,MDG_0000000017
BFA,2006,11,Africa,MDG_0000000017
LBR,2010,41,Africa,MDG_0000000017
BDI,2005,34,Africa,MDG_0000000017
UGA,2020,21,Africa,MDG_0000000017
COK,2014,1.1,Western Pacific,MDG_0000000017
SMR,2020,0,Europe,MDG_0000000017
SGP,2007,2.1,Western Pacific,MDG_0000000017
LBN,2010,0.97,Eastern Mediterranean,MDG_0000000017
TON,2006,1.7,Western Pacific,MDG_0000000017
GEO,2018,4,Europe,MDG_0000000017
NOR,2014,0.25,Europe,MDG_0000000017
COL,2011,2.1,Americas,MDG_0000000017
LCA,2022,0.48,Americas,MDG_0000000017
TZA,2010,79,Africa,MDG_0000000017
GBR,2020,0.34,Europe,MDG_0000000017
SUR,2003,2.2,Americas,MDG_0000000017
HRV,2016,1.4,Europe,MDG_0000000017
MLT,2020,0.2,Europe,MDG_0000000017
BWA,2002,34,Africa,MDG_0000000017
BWA,2005,24,Africa,MDG_0000000017
GTM,2004,3.1,Americas,MDG_0000000017
CIV,2011,27,Africa,MDG_0000000017
FIN,2001,1.9,Europe,MDG_0000000017
TTO,2011,1.2,Americas,MDG_0000000017
ISR,2005,0.74,Europe,MDG_0000000017
LSO,2021,66,Africa,MDG_0000000017
GRC,2022,0.41,Europe,MDG_0000000017
PRY,2021,3.6,Americas,MDG_0000000017
UGA,2004,19,Africa,MDG_0000000017
TUV,2016,17,Western Pacific,MDG_0000000017
SMR,2007,0,Europe,MDG_0000000017
MCO,2021,0,Europe,MDG_0000000017
CUB,2018,0.26,Americas,MDG_0000000017
AGO,2005,67,Africa,MDG_0000000017
ISL,2000,0.72,Europe,MDG_0000000017
SGP,2023,0.39,Western Pacific,MDG_0000000017
LVA,2019,3.4,Europe,MDG_0000000017
GBR,2010,0.58,Europe,MDG_0000000017
COM,2017,8.6,Africa,MDG_0000000017
BRN,2009,3.1,Western Pacific,MDG_0000000017
PNG,2008,102,Western Pacific,MDG_0000000017
HND,2008,4.7,Americas,MDG_0000000017
NZL,2001,0.28,Western Pacific,MDG_0000000017
NOR,2000,1.2,Europe,MDG_0000000017
HUN,2017,0.66,Europe,MDG_0000000017
MWI,2022,9.6,Africa,MDG_0000000017
ARE,2016,0.67,Eastern Mediterranean,MDG_0000000017
TLS,2016,94,South-East Asia,MDG_0000000017
CHL,2020,1.3,Americas,MDG_0000000017
TLS,2002,94,South-East Asia,MDG_0000000017
YEM,2006,15,Eastern Mediterranean,MDG_0000000017
COD,2014,64,Africa,MDG_0000000017
MUS,2022,0.94,Africa,MDG_0000000017
GAB,2014,65,Africa,MDG_0000000017
LKA,2002,6.8,South-East Asia,MDG_0000000017
NIC,2000,5.1,Americas,MDG_0000000017
JOR,2022,0.09,Eastern Mediterranean,MDG_0000000017
JPN,2016,2.3,Western Pacific,MDG_0000000017
MUS,2023,0.85,Africa,MDG_0000000017
NRU,2023,14,Western Pacific,MDG_0000000017
EUR,2005,7.8,NA,MDG_0000000017
COD,2005,54,Africa,MDG_0000000017
LSO,2007,76,Africa,MDG_0000000017
BLZ,2007,2.6,Americas,MDG_0000000017
GTM,2014,2.2,Americas,MDG_0000000017
PAK,2014,23,Eastern Mediterranean,MDG_0000000017
MDG,2007,63,Africa,MDG_0000000017
VEN,2001,3.1,Americas,MDG_0000000017
MYS,2013,4.8,Western Pacific,MDG_0000000017
PAN,2004,5.6,Americas,MDG_0000000017
GMB,2021,25,Africa,MDG_0000000017
DEU,2010,0.43,Europe,MDG_0000000017
STP,2015,27,Africa,MDG_0000000017
ERI,2006,26,Africa,MDG_0000000017
NRU,2013,7.3,Western Pacific,MDG_0000000017
ARM,2002,5.8,Europe,MDG_0000000017
KWT,2011,0.51,Eastern Mediterranean,MDG_0000000017
THA,2001,20,South-East Asia,MDG_0000000017
CMR,2005,49,Africa,MDG_0000000017
ZAF,2018,37,Africa,MDG_0000000017
PAK,2006,31,Eastern Mediterranean,MDG_0000000017
FJI,2006,2.9,Western Pacific,MDG_0000000017
GUY,2001,9.7,Americas,MDG_0000000017
MOZ,2017,22,Africa,MDG_0000000017
CAF,2007,86,Africa,MDG_0000000017
BGR,2016,1.6,Europe,MDG_0000000017
BHR,2002,1.6,Eastern Mediterranean,MDG_0000000017
SYC,2017,1.8,Africa,MDG_0000000017
BHS,2020,0.58,Americas,MDG_0000000017
FJI,2020,4.4,Western Pacific,MDG_0000000017
ARE,2007,0.73,Eastern Mediterranean,MDG_0000000017
JOR,2016,0.09,Eastern Mediterranean,MDG_0000000017
BRN,2006,2.8,Western Pacific,MDG_0000000017
ZWE,2021,15,Africa,MDG_0000000017
CHN,2007,4.6,Western Pacific,MDG_0000000017
TUN,2005,1.6,Eastern Mediterranean,MDG_0000000017
MLI,2010,11,Africa,MDG_0000000017
AUS,2023,0.13,Western Pacific,MDG_0000000017
VCT,2002,0.91,Americas,MDG_0000000017
BOL,2013,13,Americas,MDG_0000000017
BIH,2009,5.2,Europe,MDG_0000000017
BLR,2012,7.9,Europe,MDG_0000000017
BRB,2008,0.36,Americas,MDG_0000000017
IDN,2019,34,South-East Asia,MDG_0000000017
BGR,2014,1.8,Europe,MDG_0000000017
ETH,2022,17,Africa,MDG_0000000017
JPN,2013,2.7,Western Pacific,MDG_0000000017
IRL,2007,1.2,Europe,MDG_0000000017
ZMB,2009,28,Africa,MDG_0000000017
DNK,2001,0.74,Europe,MDG_0000000017
TTO,2013,1.5,Americas,MDG_0000000017
DOM,2019,1.8,Americas,MDG_0000000017
ARM,2005,6,Europe,MDG_0000000017
TON,2007,2.1,Western Pacific,MDG_0000000017
SYC,2000,2.6,Africa,MDG_0000000017
ALB,2013,0.29,Europe,MDG_0000000017
QAT,2020,0.28,Eastern Mediterranean,MDG_0000000017
ZWE,2014,10,Africa,MDG_0000000017
ROU,2008,7.7,Europe,MDG_0000000017
SWE,2006,0.73,Europe,MDG_0000000017
EUR,2007,6.5,NA,MDG_0000000017
TUV,2007,17,Western Pacific,MDG_0000000017
MEX,2011,2.3,Americas,MDG_0000000017
LUX,2002,0.69,Europe,MDG_0000000017
PAN,2010,5.2,Americas,MDG_0000000017
ARE,2011,0.67,Eastern Mediterranean,MDG_0000000017
ESP,2017,0.53,Europe,MDG_0000000017
SEN,2006,22,Africa,MDG_0000000017
WB_LMI,2014,32,NA,MDG_0000000017
LCA,2018,0.81,Americas,MDG_0000000017
HTI,2001,17,Americas,MDG_0000000017
BLZ,2008,4.9,Americas,MDG_0000000017
VNM,2011,19,Western Pacific,MDG_0000000017
PSE,2011,0.11,Eastern Mediterranean,MDG_0000000017
WB_HI,2013,2.3,NA,MDG_0000000017
CRI,2005,1.5,Americas,MDG_0000000017
MDA,2002,16,Europe,MDG_0000000017
SYR,2014,0.13,Eastern Mediterranean,MDG_0000000017
LBN,2020,1.1,Eastern Mediterranean,MDG_0000000017
COK,2023,2.7,Western Pacific,MDG_0000000017
ECU,2023,3,Americas,MDG_0000000017
CHE,2007,0.38,Europe,MDG_0000000017
BRB,2013,0.68,Americas,MDG_0000000017
VCT,2013,0.94,Americas,MDG_0000000017
WSM,2008,0.62,Western Pacific,MDG_0000000017
ISR,2006,0.54,Europe,MDG_0000000017
SEAR,2004,58,NA,MDG_0000000017
USA,2023,0.16,Americas,MDG_0000000017
PER,2001,13,Americas,MDG_0000000017
ETH,2014,36,Africa,MDG_0000000017
GRD,2001,1.3,Americas,MDG_0000000017
CHE,2017,0.2,Europe,MDG_0000000017
MLT,2001,0.54,Europe,MDG_0000000017
LCA,2011,0.57,Americas,MDG_0000000017
NPL,2015,64,South-East Asia,MDG_0000000017
TUV,2002,13,Western Pacific,MDG_0000000017
IRQ,2004,5.2,Eastern Mediterranean,MDG_0000000017
PNG,2021,66,Western Pacific,MDG_0000000017
GHA,2021,36,Africa,MDG_0000000017
AND,2016,0,Europe,MDG_0000000017
IRL,2013,0.5,Europe,MDG_0000000017
CYP,2023,0.39,Europe,MDG_0000000017
VUT,2001,16,Western Pacific,MDG_0000000017
AMR,2012,1.9,NA,MDG_0000000017
PLW,2001,5.3,Western Pacific,MDG_0000000017
TGO,2000,6.2,Africa,MDG_0000000017
MUS,2003,0.94,Africa,MDG_0000000017
COL,2020,2.5,Americas,MDG_0000000017
KGZ,2010,11,Europe,MDG_0000000017
BLR,2015,4.7,Europe,MDG_0000000017
MDV,2010,2.3,South-East Asia,MDG_0000000017
CAF,2010,90,Africa,MDG_0000000017
WPR,2021,5,NA,MDG_0000000017
JAM,2013,0.14,Americas,MDG_0000000017
GRD,2005,2.2,Americas,MDG_0000000017
MOZ,2015,33,Africa,MDG_0000000017
GRC,2006,0.79,Europe,MDG_0000000017
URY,2008,1.5,Americas,MDG_0000000017
KWT,2004,1.2,Eastern Mediterranean,MDG_0000000017
CAF,2001,94,Africa,MDG_0000000017
CAF,2018,103,Africa,MDG_0000000017
EGY,2012,0.67,Eastern Mediterranean,MDG_0000000017
UGA,2021,14,Africa,MDG_0000000017
CAN,2003,0.41,Americas,MDG_0000000017
BTN,2010,25,South-East Asia,MDG_0000000017
SDN,2019,9.9,Eastern Mediterranean,MDG_0000000017
CHL,2001,4,Americas,MDG_0000000017
KIR,2011,40,Western Pacific,MDG_0000000017
HND,2007,4.9,Americas,MDG_0000000017
JOR,2015,0.07,Eastern Mediterranean,MDG_0000000017
CRI,2000,2,Americas,MDG_0000000017
SYR,2019,0.13,Eastern Mediterranean,MDG_0000000017
SAU,2000,2.7,Eastern Mediterranean,MDG_0000000017
ARG,2010,1.4,Americas,MDG_0000000017
MNG,2005,17,Western Pacific,MDG_0000000017
KOR,2011,6,Western Pacific,MDG_0000000017
PRY,2011,4,Americas,MDG_0000000017
TON,2021,0.54,Western Pacific,MDG_0000000017
KGZ,2021,4.8,Europe,MDG_0000000017
COG,2008,51,Africa,MDG_0000000017
KNA,2009,2.1,Americas,MDG_0000000017
CAN,2005,0.4,Americas,MDG_0000000017
BWA,2014,20,Africa,MDG_0000000017
CZE,2006,0.6,Europe,MDG_0000000017
HRV,2005,2.7,Europe,MDG_0000000017
DOM,2002,9.7,Americas,MDG_0000000017
JAM,2003,1.3,Americas,MDG_0000000017
CHL,2022,0.96,Americas,MDG_0000000017
GAB,2003,111,Africa,MDG_0000000017
FSM,2009,20,Western Pacific,MDG_0000000017
URY,2016,2,Americas,MDG_0000000017
SLV,2003,1.3,Americas,MDG_0000000017
MDV,2014,2,South-East Asia,MDG_0000000017
LUX,2010,0.2,Europe,MDG_0000000017
GRC,2015,0.41,Europe,MDG_0000000017
ECU,2018,3.6,Americas,MDG_0000000017
CYP,2021,0.18,Europe,MDG_0000000017
ZAF,2001,60,Africa,MDG_0000000017
MMR,2016,51,South-East Asia,MDG_0000000017
DMA,2009,4,Americas,MDG_0000000017
ECU,2010,4.9,Americas,MDG_0000000017
HKG,2012,2.9,NA,MDG_0000000017
IDN,2022,49,South-East Asia,MDG_0000000017
GHA,2014,38,Africa,MDG_0000000017
TKM,2000,24,Europe,MDG_0000000017
SVN,2020,0.69,Europe,MDG_0000000017
SWZ,2019,22,Africa,MDG_0000000017
IND,2005,52,South-East Asia,MDG_0000000017
BDI,2004,37,Africa,MDG_0000000017
MWI,2004,30,Africa,MDG_0000000017
HUN,2002,3.2,Europe,MDG_0000000017
PLW,2015,7.5,Western Pacific,MDG_0000000017
UZB,2009,11,Europe,MDG_0000000017
ESP,2021,0.37,Europe,MDG_0000000017
NZL,2014,0.29,Western Pacific,MDG_0000000017
CHL,2011,2.7,Americas,MDG_0000000017
BTN,2014,20,South-East Asia,MDG_0000000017
NIU,2010,0,Western Pacific,MDG_0000000017
MWI,2012,29,Africa,MDG_0000000017
CYP,2000,0,Europe,MDG_0000000017
COG,2023,45,Africa,MDG_0000000017
PSE,2022,0.05,Eastern Mediterranean,MDG_0000000017
BGD,2016,39,South-East Asia,MDG_0000000017
SEAR,2007,50,NA,MDG_0000000017
AGO,2019,53,Africa,MDG_0000000017
CMR,2019,29,Africa,MDG_0000000017
ROU,2006,7.8,Europe,MDG_0000000017
MNG,2000,20,Western Pacific,MDG_0000000017
NGA,2015,62,Africa,MDG_0000000017
KEN,2017,50,Africa,MDG_0000000017
KIR,2004,43,Western Pacific,MDG_0000000017
VCT,2021,0.98,Americas,MDG_0000000017
ISR,2001,0.88,Europe,MDG_0000000017
CHN,2015,2.8,Western Pacific,MDG_0000000017
COK,2002,0.52,Western Pacific,MDG_0000000017
MCO,2015,0,Europe,MDG_0000000017
UZB,2014,7.1,Europe,MDG_0000000017
ZMB,2019,33,Africa,MDG_0000000017
TTO,2008,1.4,Americas,MDG_0000000017
SVN,2009,1.2,Europe,MDG_0000000017
PLW,2002,5.3,Western Pacific,MDG_0000000017
NIC,2007,3.1,Americas,MDG_0000000017
GRC,2020,0.35,Europe,MDG_0000000017
SLV,2009,1.1,Americas,MDG_0000000017
KAZ,2019,2.4,Europe,MDG_0000000017
SVK,2004,0.97,Europe,MDG_0000000017
TCD,2006,32,Africa,MDG_0000000017
MDA,2019,5.3,Europe,MDG_0000000017
EUR,2017,2.7,NA,MDG_0000000017
MLI,2020,8.4,Africa,MDG_0000000017
NGA,2003,66,Africa,MDG_0000000017
ECU,2021,4.6,Americas,MDG_0000000017
ITA,2019,0.47,Europe,MDG_0000000017
TZA,2000,66,Africa,MDG_0000000017
MDG,2018,48,Africa,MDG_0000000017
NPL,2023,54,South-East Asia,MDG_0000000017
EGY,2016,0.43,Eastern Mediterranean,MDG_0000000017
SLB,2002,8.1,Western Pacific,MDG_0000000017
HND,2021,5.1,Americas,MDG_0000000017
HND,2003,5.9,Americas,MDG_0000000017
AUT,2012,0.5,Europe,MDG_0000000017
EST,2003,7.1,Europe,MDG_0000000017
SVK,2014,0.64,Europe,MDG_0000000017
MLT,2003,0.25,Europe,MDG_0000000017
LBR,2004,40,Africa,MDG_0000000017
CUB,2005,0.38,Americas,MDG_0000000017
VNM,2010,21,Western Pacific,MDG_0000000017
BIH,2023,2.1,Europe,MDG_0000000017
ERI,2022,6.6,Africa,MDG_0000000017
STP,2007,18,Africa,MDG_0000000017
ECU,2003,8.3,Americas,MDG_0000000017
ROU,2005,8.2,Europe,MDG_0000000017
NPL,2010,80,South-East Asia,MDG_0000000017
NIC,2010,3.3,Americas,MDG_0000000017
AFG,2005,47,Eastern Mediterranean,MDG_0000000017
CYP,2005,0.47,Europe,MDG_0000000017
SVK,2023,0.25,Europe,MDG_0000000017
BLZ,2015,2,Americas,MDG_0000000017
BWA,2012,23,Africa,MDG_0000000017
WPR,2007,7.6,NA,MDG_0000000017
ESP,2000,1.3,Europe,MDG_0000000017
COK,2000,0.53,Western Pacific,MDG_0000000017
RUS,2005,24,Europe,MDG_0000000017
AUS,2018,0.22,Western Pacific,MDG_0000000017
TLS,2013,84,South-East Asia,MDG_0000000017
NER,2011,21,Africa,MDG_0000000017
VNM,2006,26,Western Pacific,MDG_0000000017
GBR,2004,0.75,Europe,MDG_0000000017
THA,2019,14,South-East Asia,MDG_0000000017
VUT,2021,8.8,Western Pacific,MDG_0000000017
MKD,2022,0.51,Europe,MDG_0000000017
DZA,2001,8,Africa,MDG_0000000017
CAN,2016,0.28,Americas,MDG_0000000017
MKD,2010,1.7,Europe,MDG_0000000017
BLZ,2012,2,Americas,MDG_0000000017
NIC,2004,4.2,Americas,MDG_0000000017
KWT,2019,0.39,Eastern Mediterranean,MDG_0000000017
SSD,2023,13,Africa,MDG_0000000017
TLS,2018,94,South-East Asia,MDG_0000000017
CRI,2011,1.3,Americas,MDG_0000000017
CAF,2004,101,Africa,MDG_0000000017
BEN,2013,10,Africa,MDG_0000000017
MMR,2020,33,South-East Asia,MDG_0000000017
CAF,2022,91,Africa,MDG_0000000017
MRT,2000,56,Africa,MDG_0000000017
NLD,2010,0.33,Europe,MDG_0000000017
UGA,2014,22,Africa,MDG_0000000017
KOR,2022,3.1,Western Pacific,MDG_0000000017
EST,2010,3.1,Europe,MDG_0000000017
MHL,2020,47,Western Pacific,MDG_0000000017
URY,2009,2,Americas,MDG_0000000017
MLI,2001,13,Africa,MDG_0000000017
USA,2017,0.16,Americas,MDG_0000000017
PER,2009,9.4,Americas,MDG_0000000017
POL,2013,1.5,Europe,MDG_0000000017
LKA,2021,3.5,South-East Asia,MDG_0000000017
GNQ,2005,30,Africa,MDG_0000000017
DEU,2003,0.63,Europe,MDG_0000000017
ETH,2020,18,Africa,MDG_0000000017
GEO,2017,4.2,Europe,MDG_0000000017
WB_HI,2002,4.3,NA,MDG_0000000017
PRI,2007,0.4,Americas,MDG_0000000017
PLW,2010,10,Western Pacific,MDG_0000000017
VEN,2017,2.4,Americas,MDG_0000000017
MDV,2013,2.1,South-East Asia,MDG_0000000017
PSE,2009,0.12,Eastern Mediterranean,MDG_0000000017
LKA,2001,7.3,South-East Asia,MDG_0000000017
FSM,2019,11,Western Pacific,MDG_0000000017
EMR,2006,17,NA,MDG_0000000017
ISR,2009,0.34,Europe,MDG_0000000017
MAC,2018,4.8,NA,MDG_0000000017
BRA,2006,3.1,Americas,MDG_0000000017
NGA,2022,41,Africa,MDG_0000000017
MDG,2002,79,Africa,MDG_0000000017
AGO,2002,60,Africa,MDG_0000000017
GRD,2010,1.2,Americas,MDG_0000000017
TUR,2023,0.36,Europe,MDG_0000000017
BIH,2001,5,Europe,MDG_0000000017
UGA,2007,18,Africa,MDG_0000000017
PER,2019,7.3,Americas,MDG_0000000017
NER,2021,13,Africa,MDG_0000000017
JOR,2001,0.56,Eastern Mediterranean,MDG_0000000017
PRT,2016,2,Europe,MDG_0000000017
BFA,2009,11,Africa,MDG_0000000017
GAB,2019,84,Africa,MDG_0000000017
TJK,2006,13,Europe,MDG_0000000017
HRV,2009,2.8,Europe,MDG_0000000017
UKR,2000,23,Europe,MDG_0000000017
AND,2022,0.47,Europe,MDG_0000000017
ITA,2007,0.67,Europe,MDG_0000000017
GLOBAL,2006,24,NA,MDG_0000000017
LVA,2023,2.9,Europe,MDG_0000000017
ERI,2003,46,Africa,MDG_0000000017
WB_LMI,2021,26,NA,MDG_0000000017
MLI,2018,7.7,Africa,MDG_0000000017
AND,2023,0.47,Europe,MDG_0000000017
TJK,2023,7.4,Europe,MDG_0000000017
LUX,2016,0.18,Europe,MDG_0000000017
PRI,2003,0.42,Americas,MDG_0000000017
LVA,2018,3.4,Europe,MDG_0000000017
PNG,2022,45,Western Pacific,MDG_0000000017
MCO,2014,0,Europe,MDG_0000000017
COL,2012,2.2,Americas,MDG_0000000017
SUR,2008,2.9,Americas,MDG_0000000017
ISR,2002,0.95,Europe,MDG_0000000017
MDG,2019,44,Africa,MDG_0000000017
GRD,2013,1.7,Americas,MDG_0000000017
PLW,2017,11,Western Pacific,MDG_0000000017
SLB,2004,10,Western Pacific,MDG_0000000017
UZB,2011,8.7,Europe,MDG_0000000017
COM,2001,6.4,Africa,MDG_0000000017
ARE,2008,0.83,Eastern Mediterranean,MDG_0000000017
WB_LMI,2010,38,NA,MDG_0000000017
MWI,2019,14,Africa,MDG_0000000017
ARM,2015,2.3,Europe,MDG_0000000017
MHL,2002,13,Western Pacific,MDG_0000000017
COM,2009,6.7,Africa,MDG_0000000017
FJI,2014,3.8,Western Pacific,MDG_0000000017
MEX,2008,2.4,Americas,MDG_0000000017
FSM,2010,22,Western Pacific,MDG_0000000017
ISR,2023,0.24,Europe,MDG_0000000017
COM,2018,9,Africa,MDG_0000000017
MCO,2009,0.29,Europe,MDG_0000000017
COM,2011,8.1,Africa,MDG_0000000017
GTM,2006,2.7,Americas,MDG_0000000017
JAM,2020,0.24,Americas,MDG_0000000017
TUV,2012,17,Western Pacific,MDG_0000000017
HTI,2012,11,Americas,MDG_0000000017
LTU,2018,4.3,Europe,MDG_0000000017
DMA,2021,2.8,Americas,MDG_0000000017
JAM,2000,0.71,Americas,MDG_0000000017
MCO,2000,0,Europe,MDG_0000000017
SYR,2020,0.13,Eastern Mediterranean,MDG_0000000017
IRN,2002,0.89,Eastern Mediterranean,MDG_0000000017
SWE,2002,1.1,Europe,MDG_0000000017
SLE,2002,75,Africa,MDG_0000000017
GUY,2004,18,Americas,MDG_0000000017
CHE,2019,0.1,Europe,MDG_0000000017
BHS,2018,0.58,Americas,MDG_0000000017
SSD,2012,42,Africa,MDG_0000000017
MHL,2012,35,Western Pacific,MDG_0000000017
TKM,2020,10,Europe,MDG_0000000017
BFA,2012,9.6,Africa,MDG_0000000017
LAO,2009,70,Western Pacific,MDG_0000000017
COM,2020,7.2,Africa,MDG_0000000017
VUT,2014,9.9,Western Pacific,MDG_0000000017
NRU,2012,7.1,Western Pacific,MDG_0000000017
MAR,2005,8,Eastern Mediterranean,MDG_0000000017
MEX,2017,1.8,Americas,MDG_0000000017
ALB,2012,0.29,Europe,MDG_0000000017
CYP,2018,0.4,Europe,MDG_0000000017
LVA,2013,5.3,Europe,MDG_0000000017
TON,2020,0.72,Western Pacific,MDG_0000000017
KAZ,2015,4,Europe,MDG_0000000017
GBR,2008,0.7,Europe,MDG_0000000017
SUR,2017,2.3,Americas,MDG_0000000017
SVN,2016,0.34,Europe,MDG_0000000017
OMN,2002,0.77,Eastern Mediterranean,MDG_0000000017
FRA,2011,1,Europe,MDG_0000000017
TZA,2014,59,Africa,MDG_0000000017
MHL,2005,28,Western Pacific,MDG_0000000017
SAU,2020,0.6,Eastern Mediterranean,MDG_0000000017
CUB,2014,0.34,Americas,MDG_0000000017
MRT,2021,14,Africa,MDG_0000000017
BWA,2013,18,Africa,MDG_0000000017
RUS,2016,8.5,Europe,MDG_0000000017
PER,2008,8.8,Americas,MDG_0000000017
LBR,2005,50,Africa,MDG_0000000017
CAN,2023,0.21,Americas,MDG_0000000017
MAC,2023,4.1,NA,MDG_0000000017
LBY,2009,3.4,Eastern Mediterranean,MDG_0000000017
SAU,2002,2.3,Eastern Mediterranean,MDG_0000000017
BRA,2005,3.2,Americas,MDG_0000000017
SVK,2018,0.49,Europe,MDG_0000000017
DZA,2021,6.3,Africa,MDG_0000000017
LTU,2007,11,Europe,MDG_0000000017
DNK,2007,0.49,Europe,MDG_0000000017
URY,2006,1.3,Americas,MDG_0000000017
UGA,2017,25,Africa,MDG_0000000017
BOL,2022,10,Americas,MDG_0000000017
MNG,2010,12,Western Pacific,MDG_0000000017
BEL,2000,1,Europe,MDG_0000000017
AMR,2013,1.9,NA,MDG_0000000017
TGO,2001,6.6,Africa,MDG_0000000017
GHA,2011,40,Africa,MDG_0000000017
SUR,2014,2.1,Americas,MDG_0000000017
DJI,2006,35,Eastern Mediterranean,MDG_0000000017
PNG,2010,101,Western Pacific,MDG_0000000017
SEN,2008,19,Africa,MDG_0000000017
BDI,2015,22,Africa,MDG_0000000017
NZL,2000,0.65,Western Pacific,MDG_0000000017
SAU,2007,1.6,Eastern Mediterranean,MDG_0000000017
ATG,2014,1.1,Americas,MDG_0000000017
COD,2006,56,Africa,MDG_0000000017
BOL,2023,10,Americas,MDG_0000000017
WB_UMI,2001,13,NA,MDG_0000000017
PSE,2005,0.11,Eastern Mediterranean,MDG_0000000017
TTO,2023,1.5,Americas,MDG_0000000017
VNM,2009,22,Western Pacific,MDG_0000000017
COK,2006,0.49,Western Pacific,MDG_0000000017
BHS,2003,1.1,Americas,MDG_0000000017
TUR,2020,0.46,Europe,MDG_0000000017
GIN,2000,52,Africa,MDG_0000000017
BFA,2013,9.3,Africa,MDG_0000000017
MAC,2005,7.8,NA,MDG_0000000017
QAT,2009,0.29,Eastern Mediterranean,MDG_0000000017
BHR,2006,0.52,Eastern Mediterranean,MDG_0000000017
ALB,2011,0.29,Europe,MDG_0000000017
CHL,2003,3.9,Americas,MDG_0000000017
TKM,2013,8.7,Europe,MDG_0000000017
WB_HI,2022,1.2,NA,MDG_0000000017
GTM,2015,2.1,Americas,MDG_0000000017
AZE,2018,5.9,Europe,MDG_0000000017
ROU,2002,11,Europe,MDG_0000000017
KGZ,2020,4.6,Europe,MDG_0000000017
CZE,2020,0.23,Europe,MDG_0000000017
WB_UMI,2005,11,NA,MDG_0000000017
MLT,2002,0.79,Europe,MDG_0000000017
MHL,2007,39,Western Pacific,MDG_0000000017
BOL,2000,29,Americas,MDG_0000000017
ATG,2023,1.2,Americas,MDG_0000000017
BRA,2002,3.7,Americas,MDG_0000000017
SGP,2019,0.42,Western Pacific,MDG_0000000017
CHE,2012,0.29,Europe,MDG_0000000017
HUN,2005,2.5,Europe,MDG_0000000017
